GENE_ID,Chr,Start,End,Strand,Length,DFT1_CONT_1_S10,DFT1_CONT_2_S7,DFT1_CONT_3_S6,DFT1_Saha1_1_S1,DFT1_Saha1_2_S24,DFT1_Saha1_3_S12,DFT1_Saha2_1_S3,DFT1_Saha2_2_S22,DFT1_Saha2_3_S9,DFT1_Saha3_1_S23,DFT1_Saha3_2_S18,DFT1_Saha3_3_S14,DFT1_Saha4_1_S11,DFT1_Saha4_2_S2,DFT1_Saha4_3_S15,DFT1_Saha5_1_S8,DFT1_Saha5_2_S21,DFT1_Saha5_3_S5,DFT1_Saha6_1_S19,DFT1_Saha6_2_S16,DFT1_Saha6_3_S20,DFT1_Saha7_1_S13,DFT1_Saha7_2_S17,DFT1_Saha7_3_S4
NLRC5,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1164596;1164597;1164597;1164597;1173738;1183783;1191963;1191963;1191963;1191963;1194366;1194366;1194366;1194366;1194366;1194366;1195275;1195275;1195275;1195275;1195275;1195284;1198947;1198947;1198947;1198947;1198947;1198947;1203402;1203402;1203402;1203402;1203402;1203402;1205134;1205134;1205134;1205134;1205134;1205134;1207682;1207682;1207682;1207682;1207682;1207682;1208048;1208048;1208048;1208048;1208048;1208048;1213259;1213259;1213259;1213259;1213259;1213259;1213952;1213952;1213952;1213952;1213952;1213952;1214547;1214547;1214547;1214547;1214547;1214547;1216330;1216330;1216330;1216330;1216330;1216330;1216761;1216761;1216761;1216761;1216761;1216761;1217852;1217852;1217852;1217852;1217852;1217852;1220032;1220032;1220032;1220032;1220032;1220032;1222989;1222989;1222989;1222989;1222989;1222989;1223686;1223686;1223686;1223686;1223686;1223686;1224675;1224675;1224675;1224675;1224675;1224675;1225595;1225595;1225595;1225595;1225595;1225595;1227860;1227860;1227860;1227860;1227860;1227860;1228923;1228923;1228923;1228923;1228923;1228923;1230152;1230152;1230152;1230152;1230152;1230152;1230727;1230727;1230727;1230727;1230727;1230727;1234820;1234820;1234820;1234820;1234820;1234820;1239966;1239966;1239966;1239966;1239966;1239966;1240362;1240362;1240362;1240362;1240362;1240362;1241443;1241443;1241443;1241443;1241443;1241443;1242452;1242452;1242452;1242452;1242452;1242452;1243797;1243797;1243797;1243797;1243797;1243797;1244269;1244269;1244269;1244269;1244269;1244269;1245579;1245579;1245579;1245579;1245579;1245579;1247176;1247176;1247176;1247176;1247176;1247176;1247612;1247612;1247612;1247612;1247612;1247612;1249118;1249118;1249118;1249118;1249118;1249118;1251447;1251447;1251447;1251447;1251447;1251447;1254957;1254957;1254957;1254957;1254957;1254957;1255351;1255351;1255351;1255351;1255351;1255351;1256451;1256451;1256451;1256451;1256451;1256451;1256892;1256892;1256892;1256892;1256892;1256892;1257696;1257696;1257696;1257696;1257696;1257696;1259699;1259699;1259699;1259699;1259699;1259699;1260563;1260563;1260563;1260563;1260563;1260563;1260824;1260824;1260824;1260824;1260824;1260824;1261419;1261419;1261419;1261419;1261419;1261419;1261593;1261593;1261593;1261593;1261593;1261593;1262273;1262273;1262273;1262273;1262273;1262273;1262817;1262817;1262817;1262817;1262817;1263339;1263339;1263339;1263339;1263339;1263956;1263956;1263956;1263956;1263956,1164873;1164873;1164873;1164873;1173855;1183801;1192023;1192023;1192023;1192023;1194521;1194521;1194521;1194521;1194521;1194521;1195590;1195590;1195590;1195590;1195590;1195590;1199009;1199009;1199009;1199009;1199009;1199009;1203470;1203470;1203470;1203470;1203470;1203470;1206877;1206877;1206877;1206877;1206877;1206877;1207765;1207765;1207765;1207765;1207765;1207765;1208131;1208131;1208131;1208131;1208131;1208131;1213342;1213342;1213342;1213342;1213342;1213342;1214041;1214041;1214041;1214041;1214041;1214041;1214606;1214606;1214606;1214606;1214606;1214606;1216398;1216398;1216398;1216398;1216398;1216398;1216844;1216844;1216844;1216844;1216844;1216844;1217935;1217935;1217935;1217935;1217935;1217935;1220121;1220121;1220121;1220121;1220121;1220121;1223054;1223054;1223054;1223054;1223054;1223054;1223760;1223760;1223760;1223760;1223760;1223760;1224749;1224749;1224749;1224749;1224749;1224749;1225678;1225678;1225678;1225678;1225678;1225678;1227949;1227949;1227949;1227949;1227949;1227949;1228970;1228970;1228970;1228970;1228970;1228970;1230238;1230238;1230238;1230238;1230238;1230238;1230810;1230810;1230810;1230810;1230810;1230810;1234903;1234903;1234903;1234903;1234903;1234903;1240055;1240055;1240055;1240055;1240055;1240055;1240421;1240421;1240421;1240421;1240421;1240421;1241526;1241526;1241526;1241526;1241526;1241526;1242535;1242535;1242535;1242535;1242535;1242535;1243886;1243886;1243886;1243886;1243886;1243886;1244334;1244334;1244334;1244334;1244334;1244334;1245662;1245662;1245662;1245662;1245662;1245662;1247259;1247259;1247259;1247259;1247259;1247259;1247698;1247698;1247698;1247698;1247698;1247698;1249198;1249198;1249198;1249198;1249198;1249198;1251575;1251575;1251575;1251575;1251575;1251575;1255040;1255040;1255040;1255040;1255040;1255040;1255434;1255434;1255434;1255434;1255434;1255434;1256534;1256534;1256534;1256534;1256534;1256534;1256975;1256975;1256975;1256975;1256975;1256975;1257779;1257779;1257779;1257779;1257779;1257779;1259782;1259782;1259782;1259782;1259782;1259782;1260646;1260646;1260646;1260646;1260646;1260646;1260901;1260901;1260901;1260901;1260901;1260901;1261502;1261502;1261502;1261502;1261502;1261502;1261664;1261664;1261664;1261664;1261664;1261664;1262356;1262356;1262356;1262356;1262356;1262899;1262900;1262900;1262900;1262900;1262900;1263422;1263422;1263422;1263422;1263422;1265735;1265735;1265735;1265735;1265735,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,8499,1,7,5,5,4,7,8,4,9,4,3,5,5,5,4,0,0,2,7,3,3,5,9,1
CPNE2,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1288398;1320285;1323571;1337270;1345793;1346336;1348052;1348358;1349085;1354537;1359969;1360928;1365333;1370512;1381209;1383858,1288762;1320487;1323750;1337344;1345864;1346419;1348141;1348456;1349171;1354596;1360102;1360982;1365384;1370645;1381445;1385673,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3743,66,80,75,69,82,90,84,56,61,103,88,80,95,100,112,17,11,19,80,73,57,89,52,57
FAM192A,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1389072;1389075;1389075;1389075;1397346;1397346;1397346;1397346;1404290;1404290;1404290;1404290;1414347;1414347;1414347;1414347;1414885;1414885;1414885;1414885;1420270;1420270;1420270;1420270;1422094;1427064;1427068;1427068;1428407,1389841;1389841;1389841;1389841;1397410;1397410;1397410;1397410;1404423;1404423;1404423;1404423;1414468;1414468;1414468;1414468;1414983;1414983;1414983;1414983;1420407;1420407;1420407;1420407;1422142;1427162;1427243;1427235;1428609,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1760,1201,1530,1413,1246,1144,1320,1273,1085,1013,1054,923,1018,1217,1279,1133,570,624,579,1090,889,901,1389,1235,1127
RSPRY1,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1427386;1427519;1427519;1427519;1427519;1438639;1438639;1438639;1444026;1444026;1444026;1444455;1444455;1444455;1444455;1444455;1447814;1447814;1447814;1447814;1447814;1453506;1453506;1453506;1453506;1453506;1456921;1456921;1456921;1456921;1456921;1458550;1458550;1458550;1458550;1458550;1460259;1460259;1460259;1460259;1460259;1460859;1460859;1460859;1460859;1460859;1461911;1461911;1461911;1461911;1461911;1463411;1463411;1463411;1463411;1463411;1464280;1464280;1464280;1464280;1464280;1473485;1473485;1473485;1473485;1473485;1474351;1474351;1474351;1474351;1474351;1477283;1477283;1477283;1477283;1477283;1487418;1487418;1487418;1487418;1487418;1488537;1488537;1488537;1488537;1488537,1427456;1427635;1427635;1427635;1427635;1438784;1438784;1438784;1444198;1444198;1444198;1444638;1444638;1444638;1444638;1444638;1448308;1448308;1448308;1448308;1448308;1453558;1453558;1453558;1453558;1453558;1457033;1457033;1457033;1457033;1457033;1458676;1458676;1458676;1458676;1458676;1460317;1460317;1460317;1460317;1460317;1460925;1460925;1460925;1460925;1460925;1462042;1462042;1462042;1462042;1462042;1463526;1463526;1463526;1463526;1463526;1464423;1464423;1464423;1464423;1464423;1473596;1473596;1473596;1473596;1473596;1474453;1474453;1474453;1474453;1474453;1477435;1477435;1477435;1477435;1477435;1487522;1487522;1487522;1487522;1487522;1489830;1489830;1489830;1489830;1489830,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3764,962,1286,1231,1110,1175,1119,1238,1004,986,1045,1035,1121,1546,1449,1458,92,115,147,908,775,717,1173,1253,1108
TRNAM-CAU,NW_003816660.1;NW_003816776.1;NW_003816816.1;NW_003823399.1;NW_003823426.1;NW_003823426.1;NW_003823426.1;NW_003823426.1;NW_003823426.1;NW_003823426.1;NW_003823426.1;NW_003823426.1;NW_003823426.1;NW_003838831.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839193.1;NW_003839193.1;NW_003846747.1;NW_003849594.1,1499479;2448353;694919;1088069;94423;170444;178269;124826;134202;155499;157086;163921;172458;650370;4092171;4118994;4119213;4124744;11183;52476;1405871;2457728,1499551;2448425;694990;1088141;94495;170516;178340;124898;134273;155570;157157;163993;172530;650441;4092242;4119065;4119284;4124815;11254;52547;1405942;2457799,+;-;-;-;-;-;-;+;+;+;+;+;+;+;-;+;+;+;+;-;+;+,1592,2,18,20,16,8,13,16,9,8,23,8,11,21,10,18,9,9,8,12,11,17,14,18,11
PLLP,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1517264;1517264;1519380;1519380;1522780;1522780;1524226;1553578;1553578,1518430;1518430;1519502;1519502;1522953;1522953;1524420;1553905;1553905,-;-;-;-;-;-;-;-;-,1987,4533,5658,5139,4867,4419,5143,4886,4050,4069,4965,4582,5160,5511,5438,5247,1021,1036,1324,4422,3458,3491,5368,5230,4706
TRNAL-CAG,NW_003816660.1;NW_003816660.1;NW_003838757.1;NW_003839191.1;NW_003839191.1;NW_003839191.1;NW_003839191.1;NW_003839191.1;NW_003841579.1,1587362;1587668;2066420;485;7085;12688;43639;60219;2698,1587444;1587750;2066502;567;7167;12770;43721;60301;2780,+;-;-;-;-;-;-;-;-,747,2,5,3,2,3,0,0,4,0,3,0,3,5,0,7,0,0,1,2,3,7,0,1,1
CCL22,NW_003816660.1;NW_003816660.1;NW_003816660.1,1652347;1652450;1653816,1652364;1652543;1653943,+;+;+,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX3CL1,NW_003816660.1;NW_003816660.1;NW_003816660.1,1663339;1675632;1679419,1663408;1675818;1680475,+;+;+,1314,2,3,2,1,4,2,10,5,2,9,12,15,22,14,17,1,0,0,11,3,4,9,2,3
CCL17,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1719089;1719137;1720300;1721227,1719134;1719298;1720417;1721449,+;+;+;+,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIAPIN1,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1743978;1743978;1743978;1743978;1745923;1745923;1745923;1745923;1746286;1746286;1746286;1746286;1747273;1747273;1747273;1747273;1748198;1748198;1748198;1748198;1748966;1748966;1748966;1748966;1752083;1752083;1752083;1752083;1752984;1752984;1752984;1752984;1754754;1754754;1760563;1760563;1760644;1760644,1745310;1745310;1745310;1745310;1746004;1746004;1746004;1746004;1746401;1746401;1746401;1746401;1747346;1747346;1747346;1747346;1748366;1748366;1748366;1748366;1749042;1749042;1749042;1749042;1752235;1752235;1752235;1752235;1753164;1753164;1753164;1753164;1754833;1754833;1760586;1760579;1760842;1760841,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2488,3142,3809,3701,3570,3299,3705,3689,3012,3058,3425,3325,3571,3783,3598,3595,1746,1761,2077,3058,2621,2550,3630,3628,3222
COQ9,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1761258;1768188;1768667;1769202;1769647;1770897;1772096;1772805;1773268,1761368;1768356;1768802;1769344;1769731;1771001;1772251;1772858;1774270,+;+;+;+;+;+;+;+;+,1962,3458,4364,3902,3651,3407,3661,3602,3124,2958,2787,2460,2759,3814,3548,3482,1367,1399,1574,3023,2701,2625,3980,3682,3508
POLR2C,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1780161;1780521;1782214;1782399;1783527;1784082;1784317;1785119;1785766,1780346;1780570;1782282;1782451;1783655;1784133;1784485;1785193;1786737,+;+;+;+;+;+;+;+;+,1755,3292,4162,3873,3591,3277,3828,3690,3075,3227,3203,2886,3160,3337,3272,3085,1812,1857,2146,3129,2729,2513,3859,3777,3455
DOK4,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1786822;1788338;1789141;1789625;1789925;1790515;1790774;1794561;1803442,1788224;1788461;1789279;1789814;1790044;1790629;1790881;1794881;1803588,-;-;-;-;-;-;-;-;-,2667,456,557,555,518,487,494,515,488,428,462,402,488,536,474,510,199,201,220,427,391,365,547,524,464
CCDC102A,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1826388;1834275;1835022;1835967;1838595,1827078;1834336;1835130;1836184;1838910,-;-;-;-;-,1396,535,758,706,608,581,592,599,522,563,737,636,718,871,797,782,267,263,299,601,534,481,661,617,575
LOC105749022,NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1;NW_003816660.1,1956528;1956528;1957162;1957501;1957501;1958090;1958090;1958819;1958819;1959662;1959662,1956648;1956648;1957170;1957629;1957629;1958221;1958221;1959031;1959031;1959796;1959796,+;+;+;+;+;+;+;+;+;+;+,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LOC111718538,NW_003816660.1;NW_003816660.1;NW_003816660.1,1962807;1965571;1974367,1963129;1965653;1974505,-;-;-,545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100922521,NW_003816660.1;NW_003816660.1;NW_003816660.1,1997574;1997786;1998932,1997628;1997856;1999028,+;+;+,223,225,232,245,233,197,227,251,206,213,188,163,198,231,204,221,84,108,92,185,133,150,232,248,233
SNX21,NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1,15717;17273;18003;20749,15953;17570;18160;21998,+;+;+;+,1943,122,128,114,112,123,117,114,80,95,92,92,67,133,122,97,144,101,148,146,120,135,132,103,113
ACOT8,NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1,21997;22949;23475;24666;24988,22112;23143;23623;24891;25024,-;-;-;-;-,723,1471,1763,1626,1564,1449,1539,1636,1356,1374,1219,1152,1227,1592,1437,1480,1969,2150,2346,1990,1974,1805,1518,1602,1478
ZSWIM3,NW_003816661.1;NW_003816661.1,31101;41647,31203;44114,+;+,2571,152,206,202,191,167,178,165,182,151,188,173,191,227,191,194,57,38,50,169,115,109,198,159,167
ZSWIM1,NW_003816661.1;NW_003816661.1,54854;55295,54994;57546,+;+,2393,422,477,492,443,448,486,511,366,425,508,497,591,672,634,604,150,117,148,466,329,386,545,507,428
SPATA25,NW_003816661.1,57660,59409,-,1750,17,31,12,17,18,12,13,21,17,24,21,35,37,28,24,4,6,4,15,16,19,26,12,13
NEURL2,NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1,59837;59837;61596;61596;62412;62759,60148;60148;62275;61946;63076;63076,-;-;-;-;-;-,1657,222,316,270,244,233,235,269,183,182,214,187,207,274,221,264,191,166,215,258,246,245,265,243,228
CTSA,NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1;NW_003816661.1,63182;63654;64014;64327;64473;64667;65101;65964;66338;66529;66867;67328;67656;67930;68372,63270;63829;64125;64377;64559;64822;65192;66048;66429;66607;67006;67403;67745;68031;68914,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1970,2852,3370,3424,2898,2774,3023,2770,2410,2310,2319,2201,2366,3166,2984,2992,1661,1707,1955,2870,2359,2252,3049,3040,2774
